EREQ_CODE,EREQ_LEVEL,EREQ_PARENT_EQUIPMENT,EREQ_PARENT_LEVEL,EREQ_DESCRIPTION
B7214T0010-RS-PS-07,4.0,B7214T0010-RS-PS,3.0,SOUFFLEUSE SBO 20 SIDEL
B7214T0010-RS-PS-02,4.0,B7214T0010-RS-PS,3.0,SOUFFLEUSE SBO 20 SIDEL
B7216T0011-BOUCHEUSE,2.0,B7216T0011,1.0,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN
B7252T0032-S024,3.0,B7252T0032-S002,2.0,ETIQUETEUSE
B7254T0012-S001,2.0,B7254T0012,1.0,DATEUR JET D'ANCRE/A520I / K8204HN
,,,,FARDELEUSE VARIOPAC PRO
B7284T0026-ARMELE,2.0,B7284T0026,1.0,PALETTISEUR P432-SCARA (P432-20) CERMEX
B7216T0011-BOUCHE-TV,3.0,B7216T0011-BOUCHEUSE,2.0,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN
B7252T0029-GRETIQ,2.0,B7252T0029,1.0,ETIQUETEUSE OPERA 300 SACMI
B7284T0027-MAGPAL,2.0,B7284T0027,1.0,PALETTISEUR P432-SCARA (P432-20) CERMEX
LLK-AC-1850D,1.0,,,Compresseur 40 bars TEMPO 1850 D
B7272T0015,1.0,,,FARDELEUSE TSM 4 SDI CERMEX-OC
B3529R0523-S030,2.0,B3529R0523-S002,1.0,ECHANGEUR TERLET 2(SDA)
B6315T0005,1.0,,,HOMOGENEISATEUR RB
B7202T8002,1.0,,,DECAISSEUSE
B7216T0013-BOUCHE-CB,3.0,B7216T0013-BOUCHEUSE,2.0,REMPLISSEUSE Combi SF SELECT BV 140/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN
B7252T0021-STINFE-CA,3.0,B7252T0021-STINFE,2.0,ETIQUETEUSE OPERA 300 SACMI
B7260T0001,1.0,,,PASTEURISATEUR
B7284T0026-CONMEC,2.0,B7284T0026,1.0,PALETTISEUR P432-SCARA (P432-20) CERMEX
B7284T0027-PINTER,2.0,B7284T0027,1.0,PALETTISEUR P432-SCARA (P432-20) CERMEX
B7214T0010-RS-PS-08,4.0,B7214T0010-RS-PS,3.0,SOUFFLEUSE SBO 20 SIDEL
B7284T0027-GRPROD,2.0,B7284T0027,1.0,PALETTISEUR P432-SCARA (P432-20) CERMEX
B8657T0050,1.0,,,CENTRALE DE TRAITEMENT D'AIR SALLE BLANCHE UAP1(SDA)
DMC-COMMUN-DIVERS,2.0,,,COMMUN
B7214T0008-ARMELE,2.0,B7214T0008,1.0,SOUFFLEUSE SBO 20 SIDEL
B7214T0010-RS-PS-01,4.0,B7214T0010-RS-PS,3.0,SOUFFLEUSE SBO 20 SIDEL
B7216T0012-REMPLI-CA,3.0,B7216T0012-REMPLI,2.0,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN
B7284T0027-PINTER-BI,3.0,B7284T0027-PINTER,2.0,PALETTISEUR P432-SCARA (P432-20) CERMEX
B8636T8003,1.0,,,TOUR DE REFROIDISSEMENT PP
B6220T0001-S128,3.0,B6220T0001-S012,2.0,VMC  A(SDA)
B7214T0007-FOURIR-RE,3.0,B7214T0007-FOURIR,2.0,SOUFFLEUSE SBO 20 SIDEL
B7214T0008-RS-PS-10,4.0,B7214T0008-RS-PS,3.0,SOUFFLEUSE SBO 20 SIDEL
B3688T0015,1.0,,,GENERATEUR D 'AZOTE TORNADO N°3
B7214T0007-RS-PS-17,4.0,B7214T0007-RS-PS,3.0,SOUFFLEUSE SBO 20 SIDEL
B7214T0008-ALPREF-BA,3.0,B7214T0008-ALPREF,2.0,SOUFFLEUSE SBO 20 SIDEL
B7214T0008-TRANSF-TP,3.0,B7214T0008-TRANSF,2.0,SOUFFLEUSE SBO 20 SIDEL
B7254T0126-EXTRAC,2.0,B7254T0126,1.0,DATEUSE
B7272T0016-ENTPRO-RB,3.0,B7272T0016-ENTPRO,2.0,FARDELEUSE TSM 4 SDI CERMEX-OC
B7284T0027-GRPROD-TP,3.0,B7284T0027-GRPROD,2.0,PALETTISEUR P432-SCARA (P432-20) CERMEX
B7752T0052,1.0,,,TRANSPORTEUR A BANDE        TB9C
B8607T0011,1.0,,,SKID EAU CHAUD T85°
B8702T0002,1.0,,,FORAGE
BS1-CONSOMMABLE,1.0,,,FOURNITURES DIVERSES
B7214T0008-RS-PS-08,4.0,B7214T0008-RS-PS,3.0,SOUFFLEUSE SBO 20 SIDEL
B7274T0001,1.0,,,POSEUSE DE POIGNEE M.E.T.E TWIN PACKS
B7274T0002-APLPOI-DA,3.0,B7274T0002-APLPOI,2.0,POSEUSE DE POIGNEE M.E.T.E TWIN PACKS
LLK-AC-2350B-ARMELE,2.0,LLK-AC-2350B,1.0,Compresseur 40 bars TEMPO 2350 B
B3616R0401,1.0,,,POMPE D ASPIRATION N°01
B7216T0011-REMPLI-TR,3.0,B7216T0011-REMPLI,2.0,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN
B7272T0017-ARMELE-CE,3.0,B7272T0017-ARMELE,2.0,FARDELEUSE L3
B7274T0001-ENTRAI-EP,3.0,B7274T0001-ENTRAI,2.0,POSEUSE DE POIGNEE M.E.T.E TWIN PACKS
B8713T8001,1.0,,,STATION D OSMOSE N°1(SDA)
B7214T0008-ALPREF-TE,3.0,B7214T0008-ALPREF,2.0,SOUFFLEUSE SBO 20 SIDEL
B7252T0022-GRETIQ-CT,3.0,B7252T0022-GRETIQ,2.0,ETIQUETEUSE OPERA 300 SACMI
B7284T0029-ARMELE-AU,3.0,B7284T0029-ARMELE,2.0,PALETTISEUR P432-SCARA (P432-20) CERMEX
B6574T0001-S024,3.0,B6574T0001-S002,2.0,SECHEUR LINADRY
B7214T0010-ALPREF-OD,3.0,B7214T0010-ALPREF,2.0,SOUFFLEUSE SBO 20 SIDEL
B7214T0010-ALPREF-RC,3.0,B7214T0010-ALPREF,2.0,SOUFFLEUSE SBO 20 SIDEL
B7286T0019-PCOIF,2.0,B7286T0019,1.0,BANDEROLEUSE AVEC COURONNE TOURNANTE GENESIS FUTURA L1
B6220T0001,1.0,,,VMC  A(SDA)
B7105T0095,3.0,B6225T0003-S041,2.0,PREPARATION MOUTARDE
B7214T0007-TRANSF,2.0,B7214T0007,1.0,SOUFFLEUSE SBO 20 SIDEL
B7759T0019-UNIFIL,2.0,B7759T0019,1.0,CONVOYEUR MECANIQUE  GEBO
B7214T0007-ARMELE-A1,3.0,B7214T0007-ARMELE,2.0,SOUFFLEUSE SBO 20 SIDEL
B7214T0007-RS-PS-14,4.0,B7214T0007-RS-PS,3.0,SOUFFLEUSE SBO 20 SIDEL
B7214T0008-ARMELE-A1,3.0,B7214T0008-ARMELE,2.0,SOUFFLEUSE SBO 20 SIDEL
B7214T0010-ALPREF,2.0,B7214T0010,1.0,SOUFFLEUSE SBO 20 SIDEL
B7214T0010-TRANSM-TR,3.0,B7214T0010-TRANSM,2.0,SOUFFLEUSE SBO 20 SIDEL
B7214T0010-ARMELE-A1,3.0,B7214T0010-ARMELE,2.0,SOUFFLEUSE SBO 20 SIDEL
B7272T0015-ENTRAI-TR,3.0,B7272T0015-ENTRAI,2.0,FARDELEUSE TSM 4 SDI CERMEX-OC
B7274T0001-APLPOI-DC,3.0,B7274T0001-APLPOI,2.0,POSEUSE DE POIGNEE M.E.T.E TWIN PACKS
B7214T0010-CIRPNE,2.0,B7214T0010,1.0,SOUFFLEUSE SBO 20 SIDEL
B7214T0010-AIRCOM-01,3.0,B7214T0010-CIRPNE,2.0,SOUFFLEUSE SBO 20 SIDEL
B7284T0026-GRPROD,2.0,B7284T0026,1.0,PALETTISEUR P432-SCARA (P432-20) CERMEX
B7284T0027-GRPROD-TG,3.0,B7284T0027-GRPROD,2.0,PALETTISEUR P432-SCARA (P432-20) CERMEX
B7290T0005-CIRPNE,2.0,B7290T0005,1.0,HOUSSEUSE COMBIPAL  THIMON
B7214T0010-RS-PS-06,4.0,B7214T0010-RS-PS,3.0,SOUFFLEUSE SBO 20 SIDEL
LLK-AC-RLRB,1.0,,,Compresseur 7 bar RLR 150 AIR WORTHINGTON B
B3623B8003,2.0,B6225T0001-S021,1.0,GROUPE POMPE CIP
B7272T0027-S008,2.0,B7272T0027,1.0,FARDELEUSE VARIOPAC PRO
B7290T0005-EQSOMA-CP,3.0,B7290T0005-EQSOMA,2.0,HOUSSEUSE COMBIPAL  THIMON
B6225T0001-S307,2.0,B6225T0001-S003,1.0,CUVES TAMPON
B7759T0024,1.0,,,CONVOYEURS BOUTEILLE
B7101T0115,3.0,B6225T0001-S094,2.0,CUVERIE EXTERIEUR
B7214T0007-RS-PS-15,4.0,B7214T0007-RS-PS,3.0,SOUFFLEUSE SBO 20 SIDEL
B7214T0007-ALPREF-RA,3.0,B7214T0007-ALPREF,2.0,SOUFFLEUSE SBO 20 SIDEL
B7214T0013-S108,3.0,B7214T0013-S001,2.0,SOUFFLEUSE
B7252T0021-GRETIQ-EF,3.0,B7252T0021-GRETIQ,2.0,ETIQUETEUSE OPERA 300 SACMI
B7258T0009-S010,3.0,B7258T0009-S001,2.0,INSPECTRICE DE BOCAL EBI(SDA)
B7214T0007-FOURIR-MC,3.0,B7214T0007-FOURIR,2.0,SOUFFLEUSE SBO 20 SIDEL
B7258T0014,1.0,,,CHECKMAT'SORTIE SOUTIREUSE'
B7258T0016,1.0,,,INSPECTRICE BOUTEILLE REMPLIE  25 CL(SDA)
B4742A0428-K002,2.0,B7274T0002,1.0,POSEUSE DE POIGNEE M.E.T.E TWIN PACKS
B8607T0012,1.0,,,SKID EAU CHAUD SANITAIRE
B7284T0029-PALPRO,2.0,B7284T0029,1.0,PALETTISEUR P432-SCARA (P432-20) CERMEX
B7286T0019-CHPB,2.0,B7286T0019,1.0,BANDEROLEUSE AVEC COURONNE TOURNANTE GENESIS FUTURA L1
B6225T0003-S004,1.0,,,PREPARATION MOUTARDE
B7214T0008-RS-PS-17,4.0,B7214T0008-RS-PS,3.0,SOUFFLEUSE SBO 20 SIDEL
B7272T0015-TRFILM-IF,3.0,B7272T0015-TRFILM,2.0,FARDELEUSE TSM 4 SDI CERMEX-OC
B7214T8001-J35,3.0,B7214T8001-J04,2.0,SOUFFLEUSE SBO 20 5767
B7216T8002-J01,2.0,B7216T8002,1.0,REMPLISSEUSE SF SELECT 140/15C
B7254T0140,1.0,,,DATEUR INDUSTRIEL A JET D ENCRE
B7252T8005-J68,3.0,B7252T8005-J07,2.0,ETIQUETEUSE SACMI OPERA 300
B7272T0016-TRFILM-TF,3.0,B7272T0016-TRFILM,2.0,FARDELEUSE TSM 4 SDI CERMEX-OC
B6225T0003-S223,3.0,B6225T0003-S023,2.0,SKID DE REFROIDISSEMENT MOUTARDE
B7214T0010-RS-PS-18,4.0,B7214T0010-RS-PS,3.0,SOUFFLEUSE SBO 20 SIDEL
B7214T0007-ALPREF-OD,3.0,B7214T0007-ALPREF,2.0,SOUFFLEUSE SBO 20 SIDEL
B7272T0016-ENTPRO,2.0,B7272T0016,1.0,FARDELEUSE TSM 4 SDI CERMEX-OC
B7272T8000-J05,2.0,B7272T8000,1.0,FARDELEUSE TSM 4 SDI
B7284T0027,1.0,,,PALETTISEUR P432-SCARA (P432-20) CERMEX
B7290T0004-EQSOMA-CP,3.0,B7290T0004-EQSOMA,2.0,BANDEROLEUSE AVEC COURONNE TOURNANTE GENESIS FUTURA L2
B7284T0026-ENTPRO,2.0,B7284T0026,1.0,PALETTISEUR P432-SCARA (P432-20) CERMEX
B3624R0201,1.0,,,GROUPE ANTI-INCENDIE
B6225T0001-S003,1.0,,,CUVES TAMPON
B7105T0117-S001,2.0,B6225T0001-S020,1.0,CUVE NEP 5X4000L(SDA)
B7223T0001-S037,3.0,B7223T0001-S012,2.0,BOUCHEUSE UNIMAC-GHERRI(SDA)
B7252T0021-TRANSM-EE,3.0,B7252T0021-TRANSM,2.0,ETIQUETEUSE OPERA 300 SACMI
B7284T0026,1.0,,,PALETTISEUR P432-SCARA (P432-20) CERMEX
B8638T0055,1.0,,,GROUPE DE PRODUCTION EAU GLACE N°1
B7109T0004-BS1,1.0,,,BAC A EAU T997E
B7216T0011-ARMELE-CE,3.0,B7216T0011-ARMELE,2.0,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN
B7260T8001-J01,3.0,B7260T8001-J11,2.0,PASTEURISATEUR REFROIDI À TUNNEL(SDA)
B7270T0200-S005,2.0,B7270T0200,1.0,SLEEVEUSE
B7214T0013-S187,3.0,B7214T0013-S006,2.0,SOUFFLEUSE
B7258T0010-S002,2.0,B7258T0010,1.0,INSPECTRICE METTLER-TOLEDO'RAYON X'(SDA)
B7274T0002-APLPOI-DC,3.0,B7274T0002-APLPOI,2.0,POSEUSE DE POIGNEE M.E.T.E TWIN PACKS
B7284T0027-GRPROD-PO,3.0,B7284T0027-GRPROD,2.0,PALETTISEUR P432-SCARA (P432-20) CERMEX
B7284T0033,1.0,,,PALETTISEUR
B7272T0017-FOURFA-ET,3.0,B7272T0017-FOURFA,2.0,FARDELEUSE L3
B7284T0026-ENTPRO-EP,3.0,B7284T0026-ENTPRO,2.0,PALETTISEUR P432-SCARA (P432-20) CERMEX
B7216T0013-REMPLI,2.0,B7216T0013,1.0,REMPLISSEUSE Combi SF SELECT BV 140/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN
B7272T0015-FOURFA-ET,3.0,B7272T0015-FOURFA,2.0,FARDELEUSE TSM 4 SDI CERMEX-OC
B7272T0016-FOURFA,2.0,B7272T0016,1.0,FARDELEUSE TSM 4 SDI CERMEX-OC
B6220T0001-S118,3.0,B6220T0001-S001,2.0,VMC  A(SDA)
B7214T0010-RS-PS-15,4.0,B7214T0010-RS-PS,3.0,SOUFFLEUSE SBO 20 SIDEL
B7214T0010-RS-PS-13,4.0,B7214T0010-RS-PS,3.0,SOUFFLEUSE SBO 20 SIDEL
B7258T0001-DISDET-BO,3.0,B7258T0001-DISDET,2.0,CONTRÔLE BOUCHON / NIVEAU HEUFT Basic V3.4
B7258T0017,1.0,,,INSPECTRICE BOUTEILLE VIDE  25 CL(SDA)
B7732T0002,1.0,,,GRUES GOTTWALD  N° 2
B7790T0045-COMPEL,2.0,B7790T0045,1.0,QUAI DE CHARGEMENT N°12
B7216T0011-BOUCHE-CB,3.0,B7216T0011-BOUCHEUSE,2.0,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN
B7216T0013-ARMELE,2.0,B7216T0013,1.0,REMPLISSEUSE Combi SF SELECT BV 140/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN
B7272T0016-ARMELE,2.0,B7272T0016,1.0,FARDELEUSE TSM 4 SDI CERMEX-OC
B7284T0026-PALPRO-TA,3.0,B7284T0026-PALPRO,2.0,PALETTISEUR P432-SCARA (P432-20) CERMEX
B7759T8004-J03,3.0,B7759T8004-J11,2.0,CONVOYEURS
BCH11-ALIPET-03,3.0,BCH11-UNALSE-03,2.0,PRESSE INJECTION PREFORMES N°9 G-LINE 300
B6001T0014,1.0,,,PRESSE D'INJECTION PET
B8008R0001-201,2.0,B8008T0001,1.0,BASCULE BA1
B8602T0014-J03,1.0,,,COLLECTEUR DE VAPEUR PRINCIPAL
B8602T0014-J04,1.0,,,COLLECTEUR DE VAPEUR BOISSONS 7BAR
B8638T0003,1.0,,,GROUPE FROID TRANE A714S
B8638T8003,1.0,,,CHILLER GREENBOX N°03
B3669T0024,1.0,,,COMPRESSEUR 7 BAR N°3
B7286T0031,1.0,,,BANDEROLEUSE A TABLE TOURNANTE AVEC ETIRAGE FILM
B7290T0005-SECHOU-BA,3.0,B7290T0005-SECHOU,2.0,HOUSSEUSE COMBIPAL  THIMON
B8638T8004,1.0,,,CHILLER GREENBOX N°04
B9019U0101-HS001,2.0,BHS_ENS_RAI,1.0,Ensemble Réseau Anti Incident
B7252T0029-GRETIQ-CT,3.0,B7252T0029-GRETIQ,2.0,ETIQUETEUSE OPERA 300 SACMI
B6595T0010,1.0,,,DESAERATEUR RB
B7101T8003,1.0,,,BAC DE STOCKAGE EAU OSMOSEE
BCH05-ORIDEM-01,3.0,BCH05-ALPREF-01,2.0,SOUFFLEUSE SBO6 - 5023
B7252T0022,1.0,,,ETIQUETEUSE OPERA 300 SACMI
B8607T0015,1.0,,,SKID EAU OSMOSE
B8627T0135-SAUCE,1.0,,,CHAMBRE FROIDE POSITIVE 2 °C PROCES SAUCES(SDA)
B3668T8004,1.0,,,COMPRESSEUR N°01
B3616R0700-S001,3.0,B6220T0001-S002,2.0,VMC  A(SDA)
B6225T0003-S006,1.0,,,TAMISEUR(SDA)
B7252T0021-JONAUT,2.0,B7252T0021,1.0,ETIQUETEUSE OPERA 300 SACMI
B3602R1450,2.0,B3602R5006-J01,1.0,GROUPE MOTOPOMPE
B6225T0001-S136,3.0,,,CUVERIE EXTERIEUR
B7217T0001-S259,3.0,B7217T0001-S002,2.0,SOUTIREUSE
B7272T0017-ENTPRO-RB,3.0,B7272T0017-ENTPRO,2.0,FARDELEUSE L3
B7286T0019-CHPC,2.0,B7286T0019,1.0,BANDEROLEUSE AVEC COURONNE TOURNANTE GENESIS FUTURA L1
LLK-AC-RLRB-ENTRAI,2.0,LLK-AC-RLRB,1.0,Compresseur 7 bar RLR 150 AIR WORTHINGTON B
B8515T0076,2.0,B3972E5099-J03,1.0,POSTE MT-BT3
B7252T0022-GRETIQ,2.0,B7252T0022,1.0,ETIQUETEUSE OPERA 300 SACMI
B6040D0102,1.0,,,ROBOT IML Bac +anse  1.8kg 
B6047D0009,1.0,,,MOULES 28 GR
B6538T0005-FILTF-IN,3.0,B6538T0005-FILTF,2.0,FILTRATION FINALE WT
B7284T0026-GRPROD-TG,3.0,B7284T0026-GRPROD,2.0,PALETTISEUR P432-SCARA (P432-20) CERMEX
B7284T0027-ARMELE-AU,3.0,B7284T0027-ARMELE,2.0,PALETTISEUR P432-SCARA (P432-20) CERMEX
B7105T0122,1.0,,,CUVE ACIDE CITRIQUE
B7274T0001-ALRUCA-AR,3.0,B7274T0001-ALRUCA,2.0,POSEUSE DE POIGNEE M.E.T.E TWIN PACKS
B6001T0002,1.0,,,PRESSE INJECTION PREFORMES N°8 G-LINE 300
